,Context,Conext_translation
286,"He cautiously steps inside, shuts the door and takes a quick look around.","Entra con cautela, cierra la puerta y echa un vistazo rápido a su alrededor."
287,"Basically, it looks like normal morning activity in front of someone's home.","Básicamente, parece una actividad matutina normal frente a la casa de alguien."
288,Someone is in the courtyard of his North Hollywood apartment building.,Alguien está en el patio de su edificio de apartamentos en North Hollywood.
289,"Someone climbs the stairs leading to his apartment, number 12.","Alguien sube las escaleras que conducen a su apartamento, el número 12."
290,Then he goes to the bedroom.,Luego se dirige al dormitorio.
291,"Someone slowly inserts the key into the door, quietly opening it.","Alguien inserta lentamente la llave en la puerta, abriéndola silenciosamente."
292,He steps outside the door and listens inside.,Sale por la puerta y escucha adentro.
293,His apartment has n't been touched.,Su apartamento no ha sido tocado.
294,"Someone climbs the stairs leading to his apartment, number 12.","Alguien sube las escaleras que conducen a su apartamento, el número 12."
295,He opens a cupboard and takes out a box of Pop Tarts.,Abre un armario y saca una caja de Pop Tarts.
296,He steps outside the door and listens inside.,Sale por la puerta y escucha adentro.
297,"Sure enough, there's the watch just like he said it was:.","Efectivamente, está el reloj tal como dijo que era:."
298,He steps outside the door and listens inside.,Sale por la puerta y escucha adentro.
299,"Someone climbs the stairs leading to his apartment, number 12.","Alguien sube las escaleras que conducen a su apartamento, el número 12."
300,She strides to the center of the room to address him.,Ella camina hacia el centro de la habitación para dirigirse a él.
301,It flaps away into the night.,Se aleja en la noche.
302,Someone lies down in front of the fire and pets a wolf hound lying next to him.,Alguien se acuesta frente al fuego y acaricia a un perro lobo que yace junto a él.
303,He and someone hike the short distance toward each other.,Él y alguien caminan la corta distancia el uno hacia el otro.
304,"He opens a hatch on top, then reaches inside.","He opens a hatch on top, then reaches inside."
305,He picks up someone's sword and eyes the inscription on the hilt - until lambs become lions.,"Toma la espada de alguien y mira la inscripción en la empuñadura, hasta que los corderos se convierten en leones."
306,"Back lit by the candle, the sheer fabric offers a thinly veiled view of someone stepping out of her dress.","Iluminada desde atrás por la vela, la tela transparente ofrece una vista apenas velada de alguien que se quita el vestido."
307,"In a dove cote, a shaggy bird keeper, as they flutter away, he seizes one.","In a dove cote, a shaggy bird keeper, as they flutter away, he seizes one."
308,Someone leaves a camp and prowls into the misty woods.,Someone leaves a camp and prowls into the misty woods.
309,"Now, the bare branches of towering trees sway against the sky.","Ahora, las ramas desnudas de los árboles altísimos se balancean contra el cielo."
310,"Someone's silhouette pulls another layer off over her head, leaving her clad only in her chamois.","La silueta de alguien se quita otra capa sobre su cabeza, dejándola vestida solo con su gamuza."
311,"He opens a hatch on top, then reaches inside.",Abre una trampilla en la parte superior y luego mete la mano en el interior.
312,She strides to the center of the room to address him.,Ella camina hacia el centro de la habitación para dirigirse a él.
313,He picks up someone's sword and eyes the inscription on the hilt - until lambs become lions.,He picks up someone's sword and eyes the inscription on the hilt - until lambs become lions.
314,He entered the kitchen and someone closes the door on them.,Entró a la cocina y alguien les cierra la puerta.
315,"Now, the bare branches of towering trees sway against the sky.","Ahora, las ramas desnudas de los árboles altísimos se balancean contra el cielo."
316,It flaps away into the night.,Se aleja en la noche.
317,"In a dove cote, a shaggy bird keeper, as they flutter away, he seizes one.","En un palomar, un cuidador de pájaros peludos, mientras se alejan revoloteando, agarra uno."
318,Curtains separate it from a sitting area in front of a fireplace where someone tosses bedding to the floor and eyes the archer haughtily.,Curtains separate it from a sitting area in front of a fireplace where someone tosses bedding to the floor and eyes the archer haughtily.
319,"She gestures at the bedding, then strides to the curtains toward her bed.","She gestures at the bedding, then strides to the curtains toward her bed."
320,"Resting his head on his hand, he looks to the curtain.","Resting his head on his hand, he looks to the curtain."
321,"She gestures at the bedding, then strides to the curtains toward her bed.","Hace un gesto hacia la ropa de cama, luego camina hacia las cortinas hacia su cama."
322,He pulls out a pigeon.,Saca una paloma.
323,A figure rises from the darkness.,Una figura se levanta de la oscuridad.
324,Someone politely rolls onto his back and looks away.,Alguien se pone de espaldas cortésmente y mira hacia otro lado.
325,Someone politely rolls onto his back and looks away.,Someone politely rolls onto his back and looks away.
326,"Lounging in a chair, someone watches her go.","Descansando en una silla, alguien la mira irse."
327,"Later, he treads into someone's bed chamber.","Más tarde, entra en el dormitorio de alguien."
328,Curtains separate it from a sitting area in front of a fireplace where someone tosses bedding to the floor and eyes the archer haughtily.,Las cortinas lo separan de una sala de estar frente a una chimenea donde alguien arroja la ropa de cama al piso y mira al arquero con altivez.
329,"Back lit by the candle, the sheer fabric offers a thinly veiled view of someone stepping out of her dress.","Iluminada desde atrás por la vela, la tela transparente ofrece una vista apenas velada de alguien que se quita el vestido."
330,"Later, he treads into someone's bed chamber.","Más tarde, entra en el dormitorio de alguien."
331,Someone carefully unrolls the scroll as the aid looks on behind him.,Alguien desenrolla con cuidado el pergamino mientras la ayuda mira detrás de él.
332,"Resting his head on his hand, he looks to the curtain.","Apoyando la cabeza en su mano, mira hacia la cortina."
333,"Lounging in a chair, someone watches her go.","Descansando en una silla, alguien la mira irse."
334,"Lounging in a chair, someone watches her go.","Descansando en una silla, alguien la mira irse."
335,Someone turns to look at his brother.,Someone turns to look at his brother.
336,People and the two children sit silently at the dinner table in the next room.,People and the two children sit silently at the dinner table in the next room.
337,"Later, in the dimly little kitchen, pans and bowls, one full of empty eggshells, are stacked up into two sinks.","Later, in the dimly little kitchen, pans and bowls, one full of empty eggshells, are stacked up into two sinks."
338,His lips spread into a smile.,His lips spread into a smile.
339,A news anchor is standing behind a table with papers on it talking as a man is picture swimming on the television screen behind him.,Un presentador de noticias está parado detrás de una mesa con papeles hablando mientras un hombre es una imagen nadando en la pantalla de televisión detrás de él.
340,"After, a group of people are in a pool playing a game of water polo making goals.","Después, un grupo de personas se encuentra en una piscina jugando un juego de waterpolo haciendo goles."
341,She is making faces while holding an ice cream cone.,Ella hace muecas mientras sostiene un cono de helado.
342,A girl in a shopping cart is eating an ice cream cone.,A girl in a shopping cart is eating an ice cream cone.
343,A little girl is sitting in a shopping cart.,Una niña está sentada en un carrito de compras.
344,"A man appears from behind a hedge and he's holding a lime green hedge cutter and he begins to go around his hedges and starts cutting away at them first at the top, then he concentrates on the sides and towards the bottom.","A man appears from behind a hedge and he's holding a lime green hedge cutter and he begins to go around his hedges and starts cutting away at them first at the top, then he concentrates on the sides and towards the bottom."
